method,lambda,reference_policy_type,bjepa_prior_type,bjepa_loss_type,shift,metric,pairs,mean,std,stderr,baseline_mean,relative_change_percent,paired_t,paired_t_p,wilcoxon_w,wilcoxon_p
no_action_vjepa,0.0,none,none,nll,desaturation,action_mse,30,0.3317210236815603,0.2999171097920668,0.05475712213828951,0.3626992272842118,-8.541017259564462,-4.294592091907047,0.00017885107039528113,39.0,1.3966113328933716e-05
no_action_vjepa,0.0,none,none,nll,desaturation,nll,30,,,,,,,,,
no_action_vjepa,0.0,none,none,nll,desaturation,uncertainty,30,,,,,,,,,
persistence,0.0,none,none,nll,blur,latent_mse,30,0.2879303010895259,0.024943859841560022,0.004554104902156554,0.2879303010895259,0.0,,,,
persistence,0.0,none,none,nll,blur,decision_kl,30,480.4122985604141,346.4524669661139,63.25327708688466,480.4122985604141,0.0,,,,
persistence,0.0,none,none,nll,blur,action_mse,30,0.14694966873752538,0.07318943174622393,0.013362500912797188,0.14694966873752538,0.0,,,,
persistence,0.0,none,none,nll,blur,nll,30,,,,,,,,,
persistence,0.0,none,none,nll,blur,uncertainty,30,,,,,,,,,
persistence,0.0,none,none,nll,brightness,latent_mse,30,0.06321109110006182,0.0034223584642812774,0.0006248343102518647,0.06321109110006182,0.0,,,,
persistence,0.0,none,none,nll,brightness,decision_kl,30,386.5413928333798,487.65897943060713,89.03394113469712,386.5413928333798,0.0,,,,
persistence,0.0,none,none,nll,brightness,action_mse,30,0.08491828894447277,0.02521681184416866,0.004603938891804874,0.08491828894447277,0.0,,,,
persistence,0.0,none,none,nll,brightness,nll,30,,,,,,,,,
persistence,0.0,none,none,nll,brightness,uncertainty,30,,,,,,,,,
persistence,0.0,none,none,nll,clean,latent_mse,30,0.005173186331297646,0.0023892271711236576,0.0004362112055428943,0.005173186331297646,0.0,,,,
persistence,0.0,none,none,nll,clean,decision_kl,30,0.913281673561569,0.4918113263983802,0.08979205250164295,0.913281673561569,0.0,,,,
persistence,0.0,none,none,nll,clean,action_mse,30,0.003122155863415249,0.0022103855893432518,0.00040355934935588326,0.003122155863415249,0.0,,,,
persistence,0.0,none,none,nll,clean,nll,30,,,,,,,,,
persistence,0.0,none,none,nll,clean,uncertainty,30,,,,,,,,,
persistence,0.0,none,none,nll,desaturation,latent_mse,30,0.25314767015035683,0.03192681361811195,0.005829012002634347,0.25314767015035683,0.0,,,,
persistence,0.0,none,none,nll,desaturation,decision_kl,30,4263.651750858989,7213.554267318544,1317.0087973326724,4263.651750858989,0.0,,,,
persistence,0.0,none,none,nll,desaturation,action_mse,30,0.3626992272842118,0.33449072148622494,0.06106937114472778,0.3626992272842118,0.0,,,,
persistence,0.0,none,none,nll,desaturation,nll,30,,,,,,,,,
persistence,0.0,none,none,nll,desaturation,uncertainty,30,,,,,,,,,
random_policy_kl,0.01,random,none,nll,blur,latent_mse,30,0.24132113630693292,0.023737089387076873,0.004333779768939494,0.2879303010895259,-16.187655347917282,-46.782974248977766,7.227741595156023e-29,0.0,1.7180929312456739e-06
